iata,icao,name,city,country,tz,lat,lon
TER,LPLA,Lajes Airport,Praia da Vitória,PT,Atlantic/Azores,38.761799,-27.090799
FNC,LPMA,Cristiano Ronaldo International Airport,Funchal,PT,Europe/Lisbon,32.697812,-16.774613
PDL,LPPD,João Paulo II Airport,Ponta Delgada,PT,Atlantic/Azores,37.7411994934,-25.6979007721
PIX,LPPI,Pico Airport,Pico Island,PT,Atlantic/Azores,38.554298,-28.441299
PRM,LPPM,Portimão Airport,Portimão,PT,Europe/Lisbon,37.1493,-8.58396
OPO,LPPR,Francisco de Sá Carneiro Airport,Porto,PT,Europe/Lisbon,41.2481002808,-8.68138980865
PXO,LPPS,Porto Santo Airport,Vila Baleira,PT,Europe/Lisbon,33.0733985901,-16.3500003815
LIS,LPPT,Lisbon Humberto Delgado Airport,Lisbon,PT,Europe/Lisbon,38.7813,-9.13592
SJZ,LPSJ,São Jorge Airport,Velas,PT,Atlantic/Azores,38.665501,-28.1758
VRL,LPVR,Vila Real Airport,Vila Real,PT,Europe/Lisbon,41.2743,-7.72047
VSE,LPVZ,Aerodromo Goncalves Lobato (Viseu Airport),Viseu,PT,Europe/Lisbon,40.725498,-7.88899
BNX,LQBK,Banja Luka International Airport,Mahovljani,BA,Europe/Sarajevo,44.941399,17.297501
OMO,LQMO,Mostar International Airport,Mostar,BA,Europe/Sarajevo,43.282489,17.846101
SJJ,LQSA,Sarajevo International Airport,Sarajevo,BA,Europe/Sarajevo,43.8246,18.331499
TZL,LQTZ,Tuzla International Airport,Dubrave Gornje,BA,Europe/Sarajevo,44.459858,18.723627
ARW,LRAR,Arad International Airport,Arad,RO,Europe/Bucharest,46.176136,21.264322
BCM,LRBC,Bacău George Enescu International  Airport,Bacău,RO,Europe/Bucharest,46.5219,26.910299
BAY,LRBM,Maramureș International Airport,Tăuții-Măgherăuș,RO,Europe/Bucharest,47.658444,23.464445
BBU,LRBS,Bucharest Băneasa Aurel Vlaicu International Airport,Bucharest,RO,Europe/Bucharest,44.503133,26.102944
GHV,LRBV,Brașov-Ghimbav International Airport,Brașov (Ghimbav),RO,Europe/Bucharest,45.70558,25.522871
CND,LRCK,Mihail Kogălniceanu International Airport,Constanța,RO,Europe/Bucharest,44.362202,28.4883
CLJ,LRCL,Avram Iancu Cluj International Airport,Cluj-Napoca,RO,Europe/Bucharest,46.786042,23.685733
CSB,LRCS,Caransebeş Airport,Caransebeş,RO,Europe/Bucharest,45.420142,22.252507
CRA,LRCV,Craiova International Airport,Craiova,RO,Europe/Bucharest,44.3181,23.888599
IAS,LRIA,Iaşi International Airport,Iaşi,RO,Europe/Bucharest,47.179633,27.621431
OMR,LROD,Oradea International Airport,Oradea,RO,Europe/Bucharest,47.025299,21.9025
OTP,LROP,Bucharest Henri Coandă International Airport,Otopeni,RO,Europe/Bucharest,44.571792,26.103285
SBZ,LRSB,Sibiu International Airport,Sibiu,RO,Europe/Bucharest,45.785841,24.086666
SUJ,LRSM,Satu Mare International Airport,Satu Mare,RO,Europe/Bucharest,47.7033,22.8857
SCV,LRSV,Suceava Ștefan cel Mare International Airport,Suceava,RO,Europe/Bucharest,47.6875,26.354099
TCE,LRTC,Tulcea Danube Delta Airport,Mihail Kogălniceanu,RO,Europe/Bucharest,45.0625,28.7143
TGM,LRTM,Târgu Mureş Transilvania International Airport,Recea,RO,Europe/Bucharest,46.467701,24.4125
TSR,LRTR,Timișoara Traian Vuia International Airport,Timişoara,RO,Europe/Bucharest,45.809898,21.3379
GVA,LSGG,Geneva International Airport,Geneva,CH,Europe/Zurich,46.238098,6.10895
SIR,LSGS,Sion Airport,Sion,CH,Europe/Zurich,46.219166,7.326944
EML,LSME,Emmen Air Base,Emmen,CH,Europe/Zurich,47.092444,8.305184
VIP,LSMP,Payerne Air Base,Payerne,CH,Europe/Zurich,46.8432,6.91506
LUG,LSZA,Lugano Airport,Agno,CH,Europe/Zurich,46.004299,8.91058
BRN,LSZB,Bern Airport,Bern,CH,Europe/Zurich,46.912736,7.498819
ZRH,LSZH,Zürich Airport,Zurich,CH,Europe/Zurich,47.458056,8.548056
ACH,LSZR,Sankt Gallen Altenrhein Airport,St. Gallen,CH,Europe/Zurich,47.485001,9.56077
SMV,LSZS,Engadin Airport,Samedan,CH,Europe/Zurich,46.5341,9.88411
ESB,LTAC,Esenboğa International Airport,Ankara,TR,Europe/Istanbul,40.128101,32.995098
ANK,LTAD,Etimesgut Air Base,Ankara,TR,Europe/Istanbul,39.949798584,32.6885986328
ADA,LTAF,Adana Şakirpaşa Airport,Seyhan,TR,Europe/Istanbul,36.982201,35.280399
UAB,LTAG,İncirlik Air Base,Sarıçam,TR,Europe/Istanbul,37.002102,35.4259
AFY,LTAH,Afyon Air Base,Afyonkarahisar,TR,Europe/Istanbul,38.726398,30.601101
AYT,LTAI,Antalya International Airport,Antalya,TR,Europe/Istanbul,36.898701,30.800501
GZT,LTAJ,Gaziantep Oğuzeli International Airport,Gaziantep,TR,Europe/Istanbul,36.947201,37.478699
KFS,LTAL,Kastamonu Airport,Kastamonu,TR,Europe/Istanbul,41.314201,33.795799
KYA,LTAN,Konya Airport,Konya,TR,Europe/Istanbul,37.979,32.561901
ONQ,LTAS,Zonguldak Çaycuma Airport,Zonguldak,TR,Europe/Istanbul,41.506401,32.0886
MLX,LTAT,Malatya Erhaç Airport,Malatya,TR,Europe/Istanbul,38.435298919699996,38.0909996033
ASR,LTAU,Kayseri Erkilet International Airport,Kayseri,TR,Europe/Istanbul,38.770401,35.495399
TJK,LTAW,Tokat Airport,Tokat,TR,Europe/Istanbul,40.32472,36.39056
DNZ,LTAY,Çardak Airport,Denizli,TR,Europe/Istanbul,37.7855987549,29.7012996674
NAV,LTAZ,Nevşehir Kapadokya Airport,Nevşehir,TR,Europe/Istanbul,38.7719,34.5345
ISL,LTBA,İstanbul Atatürk Airport,Istanbul(Bakırköy),TR,Europe/Istanbul,40.971913,28.823714
BZI,LTBF,Balıkesir Airport,Balıkesir,TR,Europe/Istanbul,39.619301,27.926001
BDM,LTBG,Bandırma Airport,Bandırma,TR,Europe/Istanbul,40.318001,27.977699
CKZ,LTBH,Çanakkale Airport,Çanakkale,TR,Europe/Istanbul,40.1376991272,26.4267997742
ESK,LTBI,Eskişehir Air Base,Eskişehir,TR,Europe/Istanbul,39.7841,30.5821
ADB,LTBJ,Adnan Menderes International Airport,Gaziemir,TR,Europe/Istanbul,38.2924,27.157
IGL,LTBL,Çiğli Airbase,Çiğli,TR,Europe/Istanbul,38.513,27.010099
USQ,LTBO,Uşak Airport,Uşak,TR,Europe/Istanbul,38.681499,29.471701
KCO,LTBQ,Cengiz Topel Airport,Kartepe,TR,Europe/Istanbul,40.735001,30.0833
YEI,LTBR,Bursa Yenişehir Airport,Yenişehir,TR,Europe/Istanbul,40.255199,29.562599
DLM,LTBS,Dalaman International Airport,Dalaman,TR,Europe/Istanbul,36.7131,28.7925
TEQ,LTBU,Tekirdağ Çorlu Airport,Çorlu,TR,Europe/Istanbul,41.138199,27.9191
AOE,LTBY,Hasan Polatkan Airport,Eskişehir,TR,Europe/Istanbul,39.811644,30.519268
EZS,LTCA,Elazığ Airport,Elazığ,TR,Europe/Istanbul,38.597974,39.28348
OGU,LTCB,Ordu–Giresun Airport,Ordu,TR,Europe/Istanbul,40.966872,38.085995
DIY,LTCC,Diyarbakır Airport,Diyarbakır,TR,Europe/Istanbul,37.893902,40.201
ERC,LTCD,Erzincan Airport,Erzincan,TR,Europe/Istanbul,39.7102012634,39.527000427199994
ERZ,LTCE,Erzurum International Airport,Erzurum,TR,Europe/Istanbul,39.956501,41.1702
KSY,LTCF,Kars Airport,Kars,TR,Europe/Istanbul,40.562198638916016,43.1150016784668
TZX,LTCG,Trabzon International Airport,Trabzon,TR,Europe/Istanbul,40.995098,39.7897
VAN,LTCI,Van Ferit Melen Airport,Van,TR,Europe/Istanbul,38.46820068359375,43.332298278808594
BAL,LTCJ,Batman Airport,Batman,TR,Europe/Istanbul,37.929001,41.1166
MSR,LTCK,Muş Airport,Muş,TR,Europe/Istanbul,38.747798919677734,41.66120147705078
SXZ,LTCL,Siirt Airport,Siirt,TR,Europe/Istanbul,37.97890090942383,41.84040069580078
NOP,LTCM,Sinop Airport,Sinop,TR,Europe/Istanbul,42.018313,35.071774
KCM,LTCN,Kahramanmaraş Airport,Kahramanmaraş,TR,Europe/Istanbul,37.5388259888,36.9535217285
AJI,LTCO,Ağrı Airport,Ağrı,TR,Europe/Istanbul,39.655642,43.025742
ADF,LTCP,Adıyaman Airport,Adıyaman,TR,Europe/Istanbul,37.7314,38.468899
MQM,LTCR,Mardin Airport,Mardin,TR,Europe/Istanbul,37.223300933800004,40.6316986084
GNY,LTCS,Şanlıurfa GAP Airport,Şanlıurfa,TR,Europe/Istanbul,37.445663,38.895592
IGD,LTCT,Iğdır Airport,Iğdır,TR,Europe/Istanbul,39.976627,43.876648
NKT,LTCV,Şırnak Şerafettin Elçi Airport,Şırnak,TR,Europe/Istanbul,37.3647,42.0582
YKO,LTCW,Hakkari Yüksekova Airport,Hakkari,TR,Europe/Istanbul,37.5497,44.2381
HTY,LTDA,Hatay Airport,Antakya,TR,Europe/Istanbul,36.36079,36.285589
COV,LTDB,Çukurova International Airport,Tarsus,TR,Europe/Istanbul,36.891478,35.071235
ISE,LTFC,Süleyman Demirel International Airport,Isparta,TR,Europe/Istanbul,37.8554,30.368401
EDO,LTFD,Balıkesir Koca Seyit Airport,Edremit,TR,Europe/Istanbul,39.552533,27.010192
BJV,LTFE,Milas Bodrum International Airport,Bodrum,TR,Europe/Istanbul,37.249314,27.66401
GZP,LTFG,Gazipaşa-Alanya Airport,Gazipaşa,TR,Europe/Istanbul,36.298832,32.297017
SZF,LTFH,Samsun-Çarşamba Airport,Samsun,TR,Europe/Istanbul,41.253988,36.567546
SAW,LTFJ,Istanbul Sabiha Gökçen International Airport,"Pendik, Istanbul",TR,Europe/Istanbul,40.898602,29.3092
IST,LTFM,İstanbul Airport,Istanbul,TR,Europe/Istanbul,41.274874,28.732136
RZV,LTFO,Rize–Artvin Airport,Rize,TR,Europe/Istanbul,41.179766,40.848802
BZY,LUBL,Bălți-Leadoveni International Airport,Bălți,MD,Europe/Chisinau,47.837666,27.781108
RMO,LUKK,Chişinău International Airport,Chişinău,MD,Europe/Chisinau,46.92774,28.931704
OHD,LWOH,Ohrid St. Paul the Apostle Airport,Ohrid,MK,Europe/Skopje,41.18,20.7423
SKP,LWSK,Skopje International Airport,Ilinden,MK,Europe/Skopje,41.958087,21.622581
GIB,LXGB,Gibraltar Airport,Gibraltar,GI,Europe/Madrid,36.151679,-5.34978
BCQ,LY-BCQ,Brak Airport,Brak,LY,,27.653,14.272
BEG,LYBE,Belgrade Nikola Tesla Airport,Belgrade,RS,Europe/Belgrade,44.818401,20.309099
BJY,LYBT,Batajnica Air Base,Zemun,RS,Europe/Belgrade,44.935299,20.2575
KVO,LYKV,Morava Airport,Kraljevo,RS,,43.817519,20.586662
INI,LYNI,Niš Constantine the Great Airport,Niš,RS,Europe/Belgrade,43.336538,21.856242
TGD,LYPG,Podgorica Airport / Podgorica Golubovci Airbase,Podgorica,ME,Europe/Podgorica,42.359402,19.2519
TIV,LYTV,Tivat Airport,Tivat,ME,Europe/Podgorica,42.404701,18.723301
UZC,LYUZ,Ponikve Airport,Stapari,RS,Europe/Belgrade,43.898899,19.697701
LZG,LZG,Langzhong Gucheng Airport,Nanchong (Langzhong),CN,Asia/Shanghai,31.50191,106.034417
BTS,LZIB,M. R. Štefánik Airport,Bratislava,SK,Europe/Bratislava,48.1702,17.2127
KSC,LZKZ,Košice International Airport,Košice,SK,Europe/Bratislava,48.663101,21.2411
PZY,LZPP,Piešťany Airport,Piešťany,SK,Europe/Bratislava,48.62519836425781,17.828399658203125
SLD,LZSL,Sliač Airport,Sliač,SK,Europe/Bratislava,48.63779830932617,19.13409996032715
TAT,LZTT,Poprad-Tatry Airport,Poprad,SK,Europe/Bratislava,49.070994,20.241394
ILZ,LZZI,Žilina-Dolný Hričov Airport,Dolný Hričov,SK,Europe/Bratislava,49.233292,18.613386
GDT,MBGT,JAGS McCartney International Airport,Cockburn Town,TC,America/Grand_Turk,21.4445,-71.142303
NCA,MBNC,North Caicos Airport,North Caicos,TC,America/Grand_Turk,21.916094,-71.942954
PLS,MBPV,Providenciales International Airport,Providenciales,TC,America/Grand_Turk,21.773697,-72.268321
XSC,MBSC,South Caicos Airport,South Caicos,TC,America/Grand_Turk,21.515699,-71.528503
BRX,MDBH,Maria Montez International Airport,Barahona,DO,America/Santo_Domingo,18.25149917602539,-71.12039947509766
CBJ,MDCR,Cabo Rojo Airport,Cabo Rojo,DO,America/Santo_Domingo,17.929000854492188,-71.6447982788086
AZS,MDCY,Samaná El Catey International Airport,Samana,DO,America/Santo_Domingo,19.269259,-69.737405
JBQ,MDJB,La Isabela International Airport,La Isabela,DO,America/Santo_Domingo,18.572500228881836,-69.98560333251953
LRM,MDLR,Casa De Campo International Airport,La Romana,DO,America/Santo_Domingo,18.452222,-68.911111
PUJ,MDPC,Punta Cana International Airport,Punta Cana,DO,America/Santo_Domingo,18.567093,-68.364558
POP,MDPP,Gregorio Luperon International Airport,Puerto Plata,DO,America/Santo_Domingo,19.7579,-70.57
SDQ,MDSD,Las Américas International Airport,Santo Domingo,DO,America/Santo_Domingo,18.42970085144,-69.668899536133
STI,MDST,Cibao International Airport,Santiago,DO,America/Santo_Domingo,19.40406,-70.604431
CBV,MGCB,Coban Airport,Coban,GT,America/Guatemala,15.469,-90.4067
GUA,MGGT,La Aurora International Airport,Guatemala City,GT,America/Guatemala,14.582896,-90.527515
PBR,MGPB,Puerto Barrios Airport,Puerto Barrios,GT,America/Guatemala,15.7309,-88.583801
RUV,MGRB,Rubelsanto Airport,Rubelsanto,GT,America/Guatemala,15.992,-90.445297
RER,MGRT,Retalhuleu Airport,Retalhuleu,GT,America/Guatemala,14.521431,-91.697001
GSJ,MGSJ,San José Airport,Puerto San José,GT,America/Guatemala,13.9362,-90.8358
FRS,MGTK,Mundo Maya International Airport,San Benito,GT,America/Guatemala,16.913707,-89.866143
LCE,MHLC,Golosón International Airport,La Ceiba,HN,America/Tegucigalpa,15.7425,-86.852997
SAP,MHLM,Ramón Villeda Morales International Airport,San Pedro Sula,HN,America/Tegucigalpa,15.4526,-87.923599
GJA,MHNJ,La Laguna Airport,Guanaja,HN,America/Tegucigalpa,16.4454,-85.906601
RTB,MHRO,Juan Manuel Gálvez International Airport,Coxen Hole,HN,America/Tegucigalpa,16.316799,-86.523003
XPL,MHSC,Palmerola International Airport,Palmerola,HN,America/Tegucigalpa,14.3824,-87.621201
TEA,MHTE,Tela Airport,Tela,HN,America/Tegucigalpa,15.7759,-87.4758
TGU,MHTG,Toncontín Airport,Tegucigalpa,HN,America/Tegucigalpa,14.0609,-87.217201
TJI,MHTJ,Trujillo Airport,Trujillo,HN,America/Tegucigalpa,15.926599,-85.938573
OCJ,MKBS,Ian Fleming International Airport,Boscobel,JM,America/Jamaica,18.404079,-76.969754
KIN,MKJP,Norman Manley International Airport,Kingston,JM,America/Jamaica,17.935699462890625,-76.7874984741211
MBJ,MKJS,Sangster International Airport,Montego Bay,JM,America/Jamaica,18.50342,-77.91323
POT,MKKJ,Ken Jones Airport,Ken Jones,JM,America/Jamaica,18.1987991333,-76.53450012210001
KTP,MKTP,Tinson Pen Airport,Tinson Pen,JM,America/Jamaica,17.98859977722168,-76.82379913330078
ACA,MMAA,General Juan N. Álvarez International Airport,Acapulco,MX,America/Mexico_City,16.757126,-99.753113
NTR,MMAN,Del Norte International Airport,Monterrey,MX,America/Mexico_City,25.865601,-100.237
AGU,MMAS,Aguascalientes International Airport,Aguascalientes,MX,America/Mexico_City,21.699589,-102.318372
HUX,MMBT,Bahías de Huatulco International Airport,Huatulco,MX,America/Mexico_City,15.775437,-96.260456
CVJ,MMCB,General Mariano Matamoros International Airport,Temixco,MX,America/Mexico_City,18.833922,-99.261818
ACN,MMCC,Ciudad Acuña International Airport,Ciudad Acuña,MX,America/Mexico_City,29.333662,-101.100555
CME,MMCE,Ciudad del Carmen International Airport,Ciudad del Carmen,MX,America/Mexico_City,18.651516,-91.799355
CUL,MMCL,Bachigualato Federal International Airport,Culiacán,MX,America/Mazatlan,24.76504,-107.475228
CTM,MMCM,Chetumal International Airport,Chetumal,MX,America/Cancun,18.504985,-88.328018
CEN,MMCN,Ciudad Obregón International Airport,Ciudad Obregón,MX,America/Hermosillo,27.39259910583496,-109.83300018310547
CPE,MMCP,Ingeniero Alberto Acuña Ongay International Airport,Campeche,MX,America/Merida,19.815969,-90.500125
CJS,MMCS,Abraham González International Airport,Ciudad Juárez,MX,America/Mazatlan,31.636673,-106.428533
CUU,MMCU,General Roberto Fierro Villalobos International Airport,Chihuahua,MX,America/Mazatlan,28.702649,-105.963764
CVM,MMCV,General Pedro Jose Mendez International Airport,Ciudad Victoria,MX,America/Monterrey,23.7033,-98.956497
CYW,MMCY,Captain Rogelio Castillo National Airport,Celaya,MX,America/Mexico_City,20.545998,-100.886539
CZM,MMCZ,Cozumel International Airport,Cozumel,MX,America/Cancun,20.514922,-86.928538
DGO,MMDO,General Guadalupe Victoria International Airport,Durango,MX,America/Monterrey,24.125468,-104.527938
TPQ,MMEP,Amado Nervo National Airport,Tepic,MX,America/Mazatlan,21.419833,-104.842472
ESE,MMES,Ensenada International Airport / El Ciprés Air Base,Ensenada,MX,America/Tijuana,31.794516,-116.602384
GDL,MMGL,Guadalajara International Airport,Guadalajara,MX,America/Mexico_City,20.523342,-103.310108
GYM,MMGM,General José María Yáñez International Airport,Guaymas,MX,America/Hermosillo,27.9689998626709,-110.92500305175781
HMO,MMHO,General Ignacio L. Pesqueira International Airport,Hermosillo,MX,America/Hermosillo,29.092811,-111.053015
CLQ,MMIA,Licenciado Miguel de la Madrid International Airport,Colima,MX,America/Mexico_City,19.277,-103.577002
SLW,MMIO,Plan de Guadalupe International Airport,Saltillo,MX,America/Monterrey,25.53786,-100.928346
IZT,MMIT,General Antonio Cárdenas Rodríguez National Airport / Ixtepec Air Base,Ixtepec,MX,America/Mexico_City,16.445961,-95.093708
JAL,MMJA,El Lencero Airport,Emiliano Zapata,MX,America/Mexico_City,19.475107,-96.797008
LZC,MMLC,Lázaro Cárdenas Airport,Lázaro Cárdenas,MX,America/Mexico_City,18.001672,-102.220316
LMM,MMLM,Valle del Fuerte International Airport,Los Mochis,MX,America/Mazatlan,25.685503,-109.081159
BJX,MMLO,Guanajuato International Airport,Silao,MX,America/Mexico_City,20.992695,-101.480284
LAP,MMLP,Manuel Márquez de León International Airport,La Paz,MX,America/Mazatlan,24.072331,-110.362662
LTO,MMLT,Loreto International Airport,Loreto,MX,America/Mazatlan,25.989549,-111.348408
MAM,MMMA,General Servando Canales International Airport,Matamoros,MX,America/Mexico_City,25.7698993683,-97.5252990723
MID,MMMD,Manuel Crescencio Rejón International Airport,Mérida,MX,America/Merida,20.930485,-89.645462
MXL,MMML,General Rodolfo Sánchez Taboada International Airport,Mexicali,MX,America/Tijuana,32.630629,-115.242805
MLM,MMMM,General Francisco J. Mujica International Airport,Morelia,MX,America/Mexico_City,19.849899,-101.025002
MTT,MMMT,Minatitlán/Coatzacoalcos International Airport,Cosoleacaque,MX,America/Mexico_City,18.103399,-94.580704
LOV,MMMV,Monclova International Airport,Monclova,MX,America/Monterrey,26.9557,-101.470001
MEX,MMMX,Mexico City Benito Juárez International Airport,Mexico City,MX,America/Mexico_City,19.435822,-99.07033
MTY,MMMY,Monterrey International Airport,Monterrey,MX,America/Mexico_City,25.778521,-100.106989
MZT,MMMZ,General Rafael Buelna International Airport,Mazatlàn,MX,America/Mazatlan,23.162823,-106.264517
NOG,MMNG,Nogales International Airport,Nogales,MX,America/Hermosillo,31.225756,-110.976934
NLD,MMNL,Quetzalcóatl International Airport,Nuevo Laredo,MX,America/Mexico_City,27.443899,-99.570503
OAX,MMOX,Xoxocotlán International Airport,Oaxaca,MX,America/Mexico_City,16.998773,-96.726092
PAZ,MMPA,El Tajín National Airport,Poza Rica,MX,America/Mexico_City,20.6026992798,-97.46080017090001
PBC,MMPB,Hermanos Serdán International Airport,Puebla,MX,America/Mexico_City,19.158465,-98.371582
PDS,MMPG,Piedras Negras International Airport,Piedras Negras,MX,America/Mexico_City,28.627873,-100.53524
UPN,MMPN,Uruapan - Licenciado y General Ignacio Lopez Rayon International Airport,Uruapan,MX,America/Mexico_City,19.3967,-102.039001
PVR,MMPR,Puerto Vallarta International Airport,Puerto Vallarta,MX,America/Mexico_City,20.679913,-105.254391
PXM,MMPS,Puerto Escondido International Airport,Puerto Escondido,MX,America/Mexico_City,15.876808,-97.0891
QRO,MMQT,Querétaro Intercontinental Airport,Querétaro,MX,America/Mexico_City,20.618779,-100.186449
REX,MMRX,General Lucio Blanco International Airport,Reynosa,MX,America/Mexico_City,26.0089,-98.2285
SJD,MMSD,Los Cabos International Airport,San José del Cabo,MX,America/Mazatlan,23.151919,-109.720731
CSW,MMSL,Cabo San Lucas International Airport,Cabo San Lucas,MX,America/Mazatlan,22.949072,-109.939479
NLU,MMSM,Felipe Ángeles International Airport,Mexico City,MX,America/Mexico_City,19.743824,-99.01507
SLP,MMSP,Ponciano Arriaga International Airport,San Luis Potosí,MX,America/Mexico_City,22.262026,-100.935692
TRC,MMTC,Francisco Sarabia Tinoco International Airport,Torreón,MX,America/Mexico_City,25.562265,-103.404608
TGZ,MMTG,Angel Albino Corzo International Airport,Tuxtla Gutiérrez,MX,America/Mexico_City,16.561611,-93.025731
TIJ,MMTJ,General Abelardo L. Rodriguez International Airport,Tijuana,MX,America/Tijuana,32.541043,-116.969976
TQO,MMTL,Felipe Carrillo Puerto International Airport Tulum,Tulum,MX,America/Cancun,20.172098,-87.660272
TAM,MMTM,General Francisco Javier Mina International Airport,Ciudad Madero,MX,America/Mexico_City,22.292622,-97.867058
TLC,MMTO,Adolfo López Mateos International Airport,Toluca,MX,America/Mexico_City,19.3369,-99.56583
TAP,MMTP,Tapachula International Airport,Tapachula,MX,America/Mexico_City,14.794549,-92.369871
CUN,MMUN,Cancún International Airport,Cancún,MX,America/Cancun,21.040817,-86.87347
VSA,MMVA,Carlos Rovirosa Pérez International Airport,Villahermosa,MX,America/Mexico_City,17.994283,-92.818199
VER,MMVR,General Heriberto Jara International Airport,Veracruz,MX,America/Mexico_City,19.139589,-96.188602
ZCL,MMZC,General Leobardo C. Ruiz International Airport,Zacatecas,MX,America/Mexico_City,22.894942,-102.687154
ZIH,MMZH,Ixtapa-Zihuatanejo International Airport,Ixtapa,MX,America/Mexico_City,17.601771,-101.460629
ZLO,MMZO,Playa de Oro International Airport,Manzanillo,MX,America/Mexico_City,19.1448,-104.558998
BEF,MNBL,Bluefields Airport,Bluefields,NI,America/Managua,11.991,-83.774101
MGA,MNMG,Augusto C. Sandino (Managua) International Airport,Managua,NI,America/Managua,12.1415,-86.168198
PUZ,MNPC,Puerto Cabezas Airport,Puerto Cabezas,NI,America/Managua,14.047200202941895,-83.38670349121094
BOC,MPBO,"Bocas del Toro ""Isla Colón"" International Airport",Isla Colón,PA,America/Panama,9.34085,-82.250801
CTD,MPCE,Alonso Valderrama Airport,Chitré,PA,America/Panama,7.98784,-80.409837
CHX,MPCH,Changuinola Captain Manuel Niño International Airport,Changuinola,PA,America/Panama,9.458962,-82.515062
DAV,MPDA,Enrique Malek International Airport,David,PA,America/Panama,8.388983,-82.436425
ONX,MPEJ,Enrique Adolfo Jimenez Airport,Colón,PA,America/Panama,9.35664,-79.867401
PAC,MPMG,Marcos A. Gelabert International Airport,Albrook,PA,America/Panama,8.97334,-79.555603
SYP,MPSA,Ruben Cantu Airport,Santiago,PA,America/Panama,8.085599899291992,-80.94529724121094
PTY,MPTO,Tocumen International Airport,Tocumen,PA,America/Panama,9.07136,-79.383499
FON,MRAN,La Fortuna Arenal Airport,La Fortuna,CR,America/Costa_Rica,10.469311,-84.579073
BAI,MRBA,Buenos Aires Airport,Punta Arenas,CR,America/Costa_Rica,9.163949,-83.330171
BCL,MRBC,Barra del Colorado Airport,Pococi,CR,America/Costa_Rica,10.7687,-83.585602
OTR,MRCC,Coto 47 Airport,Corredores,CR,America/Costa_Rica,8.60156,-82.968754
GLF,MRGF,Golfito Airport,Golfito,CR,America/Costa_Rica,8.65401,-83.182198
GPL,MRGP,Guapiles Airport,Pococi,CR,America/Costa_Rica,10.2172002792,-83.79699707030001
LIR,MRLB,Daniel Oduber Quirós International Airport,Liberia,CR,America/Costa_Rica,10.5933,-85.544403
LSL,MRLC,Los Chiles Airport,Los Chiles,CR,America/Costa_Rica,11.0353,-84.7061
LIO,MRLM,Limón International Airport,Limón,CR,America/Costa_Rica,9.95796,-83.022003
NOB,MRNS,Nosara Airport,Nicoya,CR,America/Costa_Rica,9.976490020750001,-85.65299987790002
